time,rank,song_id,title,singers,album,date,genre,creator,lyric
1988.03.17~03.23,1,1110893,지난날,유재하,사랑하기 때문에,1987.08.20,Ballad,유재하,지난 옛일 모두  기쁨이라고 하면서도  아픈 기억 찾아  헤메이는 건 왜일까  가슴 깊이 남은 건 때늦은 후회  덧없는 듯 쓴웃음으로  지나온 날들을 돌아보네  예전처럼 돌이킬 순  없다고 하면서도  문득문득 흐뭇함에  젖는 건 왜일까  그대로 그 나름대로 의미가 있어  세상 사람 얘기하듯이  옛 추억이란 아름다운 것  다시 못 올 지난날을  난 꾸밈없이 영원히 간직하리  그리움을 가득 안은 채  가버린 지난날  잊지 못할 그 추억 속에  난 우리들의 미래를 비춰보리  하루하루 더욱 새로웁게  그대와 나의 지난날  언제 어디 누가 이유라는   탓 하면 뭘해  잘했었건 못했었건 간에 그대로 그 나름대로 의미가 있어  세상 사람 얘기하듯이  옛 추억이란 아름다운 것  다시 못 올 지난날을  난 꾸밈없이 영원히 간직하리  아쉬움을 가득 안은 채  가버린 지난날  잊지 못할 그 추억 속에  난 우리들의 미래를 비춰보리  하루하루 더욱 새로웁게  그대와 나의 지난날  생각 없이 헛되이 지낸다고  하지 말아요  그렇다고 변하는 것은  아닐 테니까  지난날 다시 못 올 지난날을  난 꾸밈없이 영원히 간직하리  그리움을 가득 안은 채  가버린 지난날  잊지 못할 그 추억 속에  난 우리들의 미래를 비춰보리  하루하루 더욱 새로웁게  그대와 나의 지난날  다시 못 올 지난날을  난 꾸밈없이 영원히 간직하리  아쉬움을 가득 안은 채  가버린 지난날  잊지 못할 그 추억 속에  난 우리들의 미래를 비춰보리  하루하루 더욱 새로웁게 그대와 나의 지난날
1988.03.17~03.23,2,80259,동행,최성수,최성수 Golden Best,1990,Adult Contemporary,최성수,아직도 내겐 슬픔이 우두커니 남아 있어요 그날을 생각하자니 어느새 흐려진 안개 빈 밤을 오가는 마음 어디로 가야만 하나 어둠에 갈 곳 모르고 외로워 헤매는 미로 누가 나와 같이 함께 울어줄 사람있나요 누가 나와 같이 함께 따뜻한 동행이 될까 사랑하고 싶어요 빈 가슴 채울 때까지 사랑하고 싶어요 사랑있는 날까지  누가 나와 같이 함께 울어줄 사람있나요 누가 나와 같이 함께 따뜻한 동행이 될까 사랑하고 싶어요 빈 가슴 채울 때까지 사랑하고 싶어요 사랑있는 날까지
1988.03.17~03.23,3,59173,이밤을 다시 한 번,조하문,이 밤을 다시 한번/눈오는 밤,1987.08.15,Ballad,조하문,아주 우연히 만나 슬픔만 안겨준 사람 내 맘속에 작은 촛불이 되어 보고 싶어질 때면 두눈을 감아버려요 소리 질러 불러보고 싶지만 어디에선가 당신 모습이 다가오는 것 같아 이젠 견딜 수 없어요 이 밤을 이 밤을 다시 한 번 당신과 보낼 수 있다면 이 모든 이 모든 내 사랑을 당신께 드리고 싶어요 조그만 낙엽들이 땅 위에 떨어지듯이 내 맘은 갈 곳이 없어요 어디에선가 당신 모습이 다가오는 것 같아 이젠 견딜 수 없어요 이 밤을 이 밤을 다시 한 번 당신과 보낼 수 있다면 이 모든 이 모든 내 사랑을 당신께 드리고 싶어요 이 밤을 이 밤을 다시 한 번 당신과 보낼 수 있다면 이 모든 이 모든 내 사랑을 당신께 드리고 싶어요
1988.03.17~03.23,4,2346661,가을비,유열,1987 유열,1987.06.01,Ballad,박건호,비가 오는데 끝없이 창문을 적시는데 내곁을 떠난 그대는 어디서 무얼하나 그리운 사람아 비가 내리던 어느 가을날 슬피 울며 떠나버린 그대 그 뒷모습을 하염없이 바라보다 난 모든것을 단념하고 돌아섰지만 수많은 세월이 흐른뒤에도 나는 그대를 이토록 못잊어 빗줄기를 바라보며 다시 한번 흐느껴 우네 수많은 세월이 흐른 뒤에도 나는 그대를 이토록 못잊어 빗줄기를 바라보며 지난 그 시절로 가고 있네 코밑 적시는 하얀 빗줄기 눈물속에 떠오르는 그대 그 달콤했던 속삭임을 들으면서 내 삶의 길은 그 언제나 외로웠어라 수많은 세월이 흐른뒤에도 나는 그대를 이토록 못잊어 빗줄기를 바라보며 다시 한번 흐느껴 우네 수많은 세월이 흐른뒤에도 우리 사랑은 지울 수 없기에 방황하는 내 마음은 그대 숨소리를 느끼며 그대 숨소리를 느끼며 지난 그시절로 가고 있네
1988.03.17~03.23,5,1878159,그대는 인형처럼 웃고 있지만,민해경,Rose & Best,2002.08.30,Dance,강인원,"그대는 항상 내 곁에 있지만 내겐 소용없어요 그대는 항상 내 맘에 있지만 그대 마음 아직 모르겠어요 걷고싶다 말하면 무얼 해, 두 눈만 깜박이는걸 보고싶다 말하면 무얼 해, 딴 생각에 빠진 눈빛인걸 그대는 인형같이 웃고 있지만 표정이 없어요 햇살이 쏟아지던 날, 내 청춘 햇살 받던 날 나는 아예 포기했어요  그대는 항상 내 곁에 있지만 내겐 소용없어요 그대는 항상 내 맘에 있지만 그대 마음 아직 모르겠어요 걷고싶다 말하면 무얼 해, 두 눈만 깜박이는걸 보고싶다 말하면 무얼 해, 딴 생각에 빠진 눈빛인걸 그대는 인형같이 웃고 있지만 표정이 없어요 햇살이 쏟아지던 날, 내 청춘 햇살 받던 날 나는 아예 포기했어요 내겐 소용없어요"
1988.03.17~03.23,6,1551799,그 이유가 내겐 아픔이었네,이지연,그때는 어렸나봐요 / 안개모습,1987,Ballad,유현상,잊는다는 슬픔보다 잊어야 한다는 이유가 내겐 너무도 서글픈 아픔이었네 잊어야 하는 마음을 가을비는 아는 듯이 내게 찾아와 조용히 손짓을 하네 뺨을 스치는 찬 바람도 보고픔에 목이 메어 고개 숙이고 내게 손짓하던 가을비도 할 말 잃어 차가운 눈동자에 줄을 댄다 잊어야 하는 그 이유가 내게는 아픔이었네 내게는 아픔이었네  뺨을 스치는 찬 바람도 보고픔에 목이 메어 고개 숙이고 내게 손짓하던 가을비도 할 말 잃어 차가운 눈동자에 줄을 댄다 잊어야 하는 그 이유가 내게는 아픔이었네 내게는 아픔이었네
1988.03.17~03.23,7,619405,사랑의 썰물,임지훈,서정 (敍情),1995.10.01,Folk,김창기,차가운 너의 이별의 말이 마치 날카로운 비수처럼 내 마음 깊은 곳을 찌르고 마치 말을 잃은 사람처럼 아무말도 하지 못한채 떠나가는 너를 지키고 있네 어느새 굵은 눈물 내려와 슬픈 내 마음 적셔주네  기억 할 수 있는 너의 모든 것 내게 새로운 의미로 다가와 너의 사랑없인 더 하루도 견딜 수가 없을것만 같은데 잊혀지지 않는 모습은 미소짖던 너의 그 고운얼굴 어느새 굵은 눈물 내려와 검붉은 노을 물들였네 다시 돌아올 수 없기에 혼자 외로울 수 밖에 없어 어느새 사랑 썰물이 되어 너무도 멀리 떠나갔네 어느새 사랑 썰물이 되어 내게서 멀리 떠나갔네  어느새 사랑 썰물이 되어 내게서 멀리 떠나갔네  어느새 사랑 썰물이 되어 내게서 멀리 떠나갔네
1988.03.17~03.23,8,27199,예기치 않은 바람,신형원,신형원 베스트 1982-2000,2000.09.05,Folk,한돌,진정 헤어지면 슬프지않네 우리가 사랑한것은 거짓이였네 지난 그세월이 못믿어웠고 사랑했던 마음으로 돌아서야지 때아닌 계절에 나뭇잎 지고 예기치 않은 바람 아 무정한 그바람 사랑 헛된 꿈은 낙엽이 던가 떨어진 낙엽밟으며 나는 가야지  때아닌 계절에 나뭇잎 지고 예기치 않은 바람 아 무정한 그바람 사랑 헛된 꿈은 낙엽이 던가 떨어진 낙엽밟으며 나는 가야지 나는 가야지
1988.03.17~03.23,9,1017068,그녀에게 전해주오,소방차,소방차 1집,1987.01.01,Dance,박건호,그녀에게 전해주오 내가 후회한다고 그녀에게 전해주오 기다리고 있다고 우린 손목을 잡은 일도 없고 약속한 일도 없지만 난 알아 그게 사랑인 것을 그대 멀리 떠나려고 할 적에 잡지 못한 내가 바보야 우 그녀에게 전해주오 내가 내가 여기 있다고 그녀에게 전해주오 내가 사랑한다고 그녀에게 전해주오 잊지 말아 달라고 우린 서로가 헤어지기 싫어 울어본 일은 없지만 난 알아 이게 슬픔인 것을 그대 눈에 눈물 고여 흐르면 내가 가서 달래 주리라 우 그녀에게 전해주오 내가 내가 여기 있다고 난 알아 이게 슬픔인 것을 그대 눈에 눈물 고여 흐르면 내가 가서 달래주리라 우 그녀에게 전해주오 내가 내가 여기 있다고
1988.03.17~03.23,10,2509669,도시의 삐에로,박혜성,언젠가 때가 오면,1987.01.01,Adult Contemporary,김병걸,생각 없이 길을 걸어도 울적한 마음 무엇으로 달래야 하나 비에 젖은 가로등 되어 밤이 새도록 타오르는 이 마음 늘어지는 음악소리에 몸을 기대고 어디론가 가는 이 마음 반짝이던 푸른 꿈들이 날아가 버린 둥지 잃은 삐에로 사랑도 고독도 영원 속의 잠자는  가녀린 불꽃 언젠간 모두 나를 태워야 하리 춤추던 낭만의 기억 위로 흐르는 노래 연기처럼 사라진 추억 속의 그리움 늘어지는 음악 소리에 몸을 기대고 어디론가 가는 이 마음 반짝이던 푸른 꿈들이 날아가 버린 둥지 잃은 삐에로 사랑도 고독도 영원 속의 잠자는  가녀린 불꽃 언젠간 모두 나를 태워야 하리 춤추던 낭만의 기억 위로 흐르는 노래 연기처럼 사라진 추억 속의 그리움 추억 속의 그리움
