time,rank,song_id,title,singers,album,date,genre,creator,lyric
2012.05.06~05.12,1,3791867,목소리 (Feat. 개리 Of 리쌍),백지영,Good Boy,2012.05.17,Ballad,"이단옆차기,개리",니 목소리가 들려 니 목소리가 들려 니 목소리가 들려 내 귓가에 파도소리 아무도 없는 것 같아  아프게 홀로 서있는 난 Cuz I’m so lonely  울지 말자 했잖아 바다만 보러 왔잖아  이제는 그만 이제는 그만 이제는 그만 이제는 그만  떠나지 않는 내 귓가에 그의 목소리  너를 떠나 보냈는데 자꾸 들리는 목소리  난 눈을 감아도 또 숨을 참아도  들려 그 놈 목소리 아프게 더 날 나쁘게   만드는 그 놈 목소리 난 볼 수도 없고 만질 수도 없는  너를 저 파도 속에 다 흘려 보내   부서지는 파도 그처럼 아프다 내 맘도 서럽게도 시간이란 놈은 잘도 흘러간다 아무리 잡고 잡으려 해도 파도처럼 너는 왔다 가고 너보다 잘난 사람 백 명이 와도 사랑하기 싫다 너 말고 가슴 아픈 이별마저도 잡고  놔주고 싶지 않아  상처라도 갖고 다 주고 싶지 않아 왜 하필 나야 영원히 널 갖지 못하는 게 이게 다야 우리 사랑이란게 차라리 잘해주지 말지 못된 사람 하루도 제대로 못 살아 이게 뭐야 참고 참아도 버리고 버려도 내 맘에 다시 돌아오는 건 너야 술을 마셔도 거릴 걸어도 혼자 떠나도 파도처럼 나를 다시 덮치는 건 너야 너를 떠나 보냈는데 자꾸 들리는 목소리  난 눈을 감아도 또 숨을 참아도 들려 그 놈 목소리  아프게 더 날 나쁘게 만드는 그 놈 목소리  난 볼 수도 없고 만질 수도 없는  너를 저 파도 속에 다 흘려 보내   파도처럼 너는 다시 왔다 가고 하루하루 그리움에 나는 살고 참고 참아도 버리고 버려도 내 맘에 다시 돌아오는 너를 안고 난 살아가 매일매일 니 목소리에 니 목소리가 들려 매일매일 내가 죽을 것 같애 입을 막고 서글퍼라 평생 울 것을 다 울어 이제야 알겠어 눈물이 많단 걸 나도 결국 여자야 아프게 더 날 나쁘게 만드는 그 놈 목소리  난 볼 수도 없고 만질 수도 없는  너를 저 파도 속에 다 흘려 보내
2012.05.06~05.12,2,3763493,나혼자 (Alone),씨스타,ALONE,2012.04.12,Dance,용감한형제,Whoo Whoo Whoo Whoo  I don't wanna cry Whoo Whoo Whoo Whoo  Please dry my eyes Whoo Whoo Whoo Whoo  I'm fallin' down Whoo Whoo Whoo Whoo  Without you I'm fallin' down 추억이 이리 많을까  넌 대체 뭐할까  아직 난 이래 혹시 돌아 올까 봐  나 절대 이런 애 아닌데  이런 적 없었는데  사랑 너무도 독해  아직도 못 깼나 봐  너무도 달콤한 니 말에 속아  이제와 혼자 I'm falling down  I'm falling down  차라리 만나지 말걸 그랬어  이렇게 될 줄 몰랐어  이토록 쉽게 우린 끝인가요  왜 또 나혼자 밥을 먹고  나혼자 영화를 보고  나혼자 노래하고 이렇게  나 울고 불고  넌 떠나고 없어  후회해도 소용없어  오늘도 나혼자 Whoo Whoo Whoo  Whoo Whoo Whoo Whoo Whoo  나혼자 길을 걷고  나혼자 TV를 보고  나혼자 취해 보고  이렇게 매일 울고 불고  사랑 참 달콤했어  이별이란 그림자 안에서  오늘도 잠 못자  Whoo Whoo Whoo  Whoo Whoo Whoo Whoo  Don't tell me it's over  날 안아줘 도대체  내게 넌 왜 이러는데  Oh Ma boy Whoo Whoo Whoo 오늘도 나 눈물로 지새워  너무도 달콤한 니 말에 속아  이제와 혼자  I'm falling down  I'm falling down  차라리 만나지 말걸 그랬어   이렇게 될 줄 몰랐어  이토록 쉽게 우린 끝인가요  왜 또 나혼자 밥을 먹고  나혼자 영화를 보고  나혼자 노래하고  이렇게 나 울고 불고  넌 떠나고 없어 후회해도 소용없어  오늘도 나혼자  Whoo Whoo Whoo  Whoo Whoo Whoo Whoo Whoo  나혼자 길을 걷고  나혼자 TV를 보고  나혼자 취해 보고  이렇게 매일 울고 불고  사랑 참 달콤했어  이별이란 그림자 안에서  오늘도 잠 못자  Whoo Whoo Whoo  Whoo Whoo Whoo Whoo  참 뻔하디 뻔한 너의 그런 빈번한  거짓말에 또 속았어 아주 값싼 니 미소에 홀린 날 갖고  너 재미있게 놀았어 이제와서 뭘 어쩌겠어 그리움에  갇혀 나혼자서  니가 버린 내 맘 공허해 꼭 버려져  텅빈 거리 같아  Whoo Whoo Whoo Whoo I don't wanna cry Whoo Whoo Whoo Whoo  Please dry my eyes Whoo Whoo Whoo Whoo  I'm fallin' down Whoo Whoo Whoo Whoo Without you I'm fallin' down
2012.05.06~05.12,3,3783041,Twinkle,소녀시대-태티서(Girls`Generation-TTS),`Twinkle` Mini Album,2012.04.30,Dance,서지음,"The twinkle, twinkle  The twinkle, twinkle 숨겨도 twinkle 어쩌나 눈에 확 띄잖아  베일에 싸여 있어도  나는 twinkle 티가 나 딴 사람들도 다 빛나는  나를 좋아해  끝까지 경계해야 해  보석을 훔친 너잖아 늘 나의 곁을 지켜줘  내 주위만 맴돌아  눈을 떼지 말아줘  내 매력에 빠져 숨겨도 twinkle 어쩌나 눈에 확 띄잖아  베일에 싸여 있어도  나는 twinkle 티가 나 난 미지의 세계 시간을 잊어버릴걸  아침에 눈을 떠봐도  꿈은 계속될 거야 난 너를 위해 꾸미고  더 예쁘게 날 반짝일래  왜 너만 혼자 몰라 나의 진가를 숨겨도 twinkle 어쩌나 눈에 확 띄잖아  베일에 싸여 있어도  나는 twinkle 티가 나 너무 태연해 너무 뻔뻔해 밖에는  날 소원하는 줄이 끝이 안 보여 말도 안되게 넌 너무 담담해  난 하늘 아래 떨어진 별 숨겨도 twinkle 어쩌나 눈에 확 띄잖아  베일에 싸여 있어도  나는 twinkle 티가 나 그대의 twinkle 나를 봐 어딜 봐  나를 봐 칙칙한 옷 속에서도  나는 twinkle 태가 나 숨겨도 twinkle 어쩌나 눈에 확 띄잖아 베일에 싸여 있어도  나는 twinkle 티가 나"
2012.05.06~05.12,4,3791293,복숭아,아이유,스무 살의 봄,2012.05.11,Ballad,아이유,자꾸 눈이 가네 하얀 그 얼굴에 질리지도 않아 넌 왜 슬쩍 웃어줄 땐 나 정말 미치겠네 어쩜 그리 예뻐 babe 뭐랄까 이 기분 널 보면 마음이 저려오네 뻐근하게 오 어떤 단어로 널 설명할 수 있을까 아마 이 세상 말론 모자라 가만 서 있기만 해도 예쁜 그 다리로 내게로 걸어와 안아주는  너는 너는 너 You know he's so beautiful Maybe you will never know 내 품에 숨겨두고 나만 볼래 어린 마음에 하는 말이 아니야 꼭 너랑 결혼할래 오 어떤 단어로 널 설명할 수 있을까 아마 이 세상 말론 모자라 가만 서 있기만 해도 예쁜 그 다리로 내게로 걸어와 안아주는  너는 너는 너 몇 번을 말해줘도 모자라 오직 너만 알고 있는 간지러운 그 목소리로 노래 부를 거야  나 나 나 나 나 나 나 나 나 자꾸 맘이 가네 나 정말 미치겠네
2012.05.06~05.12,5,3753304,벚꽃 엔딩,버스커버스커,버스커 버스커 1집,2012.03.29,Rock,장범준,그대여 그대여 그대여   그대여 그대여  오늘은 우리 같이 걸어요 이 거리를  밤에 들려오는 자장노래 어떤가요  오예  몰랐던 그대와 단 둘이 손 잡고  알 수 없는 이 떨림과 둘이 걸어요  봄바람 휘날리며  흩날리는 벚꽃 잎이  울려 퍼질 이 거리를  우우 둘이 걸어요  봄바람 휘날리며  흩날리는 벚꽃 잎이  울려 퍼질 이 거리를  우우 둘이 걸어요  오예  그대여 우리 이제 손 잡아요  이 거리에 마침 들려오는  사랑 노래 어떤가요  오예  사랑하는 그대와 단 둘이 손잡고  알 수 없는 이 거리를 둘이 걸어요  봄바람 휘날리며  흩날리는 벚꽃 잎이  울려 퍼질 이 거리를  우우 둘이 걸어요  봄바람 휘날리며  흩날리는 벚꽃 잎이  울려 퍼질 이 거리를  우우 둘이 걸어요  바람 불면 울렁이는 기분 탓에  나도 모르게  바람 불면 저편에서 그대여  니 모습이 자꾸 겹쳐  오 또 울렁이는 기분 탓에  나도 모르게  바람 불면 저편에서 그대여  니 모습이 자꾸 겹쳐  사랑하는 연인들이 많군요  알 수 없는 친구들이 많아요  흩날리는 벚꽃 잎이 많군요 좋아요  봄바람 휘날리며  흩날리는 벚꽃 잎이  울려 퍼질 이 거리를  우우 둘이 걸어요  봄바람 휘날리며  흩날리는 벚꽃 잎이  울려 퍼질 이 거리를  우우 둘이 걸어요  그대여 그대여 그대여  그대여 그대여
2012.05.06~05.12,6,3786914,너뿐이야 (You`re The One),박진영,Spring 새로운 사랑에게 보내는 다섯곡의 노래,2012.04.29,R&B / Soul,박진영,나를 보는 니 눈을 바라보면 음 행복한데 불안해 해  불안한데 행복해 해 너는 날 둘러싼 모든 게 음 언젠간 나를 흐트러 놓을까  걱정하는 거 알아 나의 화려한 생활  주위의 화려한 여자 가까이서 보면 다 아무것도 아냐 가까이서 봐도 아무리 가까이서 봐도 끝없이 볼 수 있는 건 정말 너뿐이야 내 눈엔 너밖에 안보여 너 내 귀엔 너밖에 안 들려 너 내 맘엔 너밖에 안 살아  그래서 너 없이 못살아 Baby girl you’re the only one for me 난 너 뿐이야 우후 너뿐이야 우후  너 뿐이야 우후 너 뿐이야 너 뿐이야 우후 너 뿐이야 우후  너 뿐이야 우후 너 뿐이야  미국 일본 내가 돌아 다녀 본 음 곳들마다 예쁜 여자  너무나 많고 많지만 너를 볼 때마다 느끼는 음 설레임은 찾을 수가 없어 걱정할 거 없어 나를 보는 니 눈빛 날 만지는 손길 누구에게서도 느껴 본 적이 없어 시간이 흘러도 아무리 흘러도 변하지 않는 감정을 준 건 너뿐이야 내 눈엔 너밖에 안보여 너 내 귀엔 너밖에 안 들려 너 내 맘엔 너밖에 안 살아  그래서 너 없이 못살아 Baby girl you’re the only one for me 내 눈엔 너밖에 안보여 너 내 귀엔 너밖에 안 들려 너 내 맘엔 너밖에 안 살아  그래서 너 없이 못살아 Baby girl you’re the only one for me 난 너 뿐이야 우후 너뿐이야 우후  너 뿐이야 우후 너 뿐이야 너 뿐이야 우후 너 뿐이야 우후  너 뿐이야 우후 너 뿐이야 너 뿐이야
2012.05.06~05.12,7,3764899,Volume Up,4minute,Volume Up,2012.04.09,Dance,"신사동호랭이,라도,한서윤",나를 처음 봤을 땐 눈도 못 땠었던 너 uh uh uh uh 너 uh uh uh uh 쉽다고 싫다며  뒤에서 내 얘길 해 eh eh eh eh Why   매일 내 목소리에 춤을 추고 웃고 바라보던 넌 이제 내 목소리도 듣기 싫다고서 등을 돌리고 있어 미치겠어 나 이제 끝났대 더 이상은 내 자리가 없대 내 목소릴 높여줘 높여줘 높여줘 이 음악을 더 크게 Everybody time to rock  다 치우고 Pump up the volume Up up  듣기 싫어 Pump up the volume Up up  갈수록 더 변해질 거야  ah 독하게 eh eh eh oh 더  Uh uh uh uh uh Uh uh uh uh uh oh 더  Uh uh uh uh uh Uh uh uh uh uh  제대로 날 한 번 봐준 적 없었던  너 uh uh uh uh 너 uh uh uh uh  내가 뭘 하던지 관심조차 없던  Hey eh eh eh eh Why  매일 내 가슴만  더 조여오게 하는 너의 시선이   이제 내 가슴에 더 상처로 남아서  나를 감춰버렸어  미치겠어 나 이제 끝났대  더 이상은 내 자리가 없대  내 목소릴 높여줘 높여줘 높여줘  이 음악을 더 크게 Everybody time to rock 다 치우고 Pump up the volume Up up 듣기 싫어 Pump up the volume Up up 갈수록 더 변해질 거야 독하게 eh eh eh oh 더 Uh uh uh uh uh Uh uh uh uh uh oh 더 Uh uh uh uh uh Uh uh uh uh uh 넌 모를 거야 나를 잘 알 수 없겠지 아무것도 모르고 내 앞에서 그렇게 Lie lie lie lie Lie lie lie lie Lie lie lie lie 다 치우고 Pump up the volume Up up 듣기 싫어 Pump up the volume Up up 갈수록 더 변해질 거야 독하게 eh eh eh oh 더 Uh uh uh uh uh Uh uh uh uh uh oh 더 Uh uh uh uh uh Uh uh uh uh uh
2012.05.06~05.12,8,3753302,첫사랑,버스커버스커,버스커 버스커 1집,2012.03.29,Rock,"장범준,장기준",처음 널 봤을 때 왠지 다른 느낌  너와 함께 말하고 싶어 웃을 때마다 이 마음을 알아가 이젠 널 볼 때마다 나의 맘이 너무나 커져 이젠 나의 시간은 항상 너와 웃으며 이 밤을 그리워하며 하루를 아쉬워하며 또 너를 기다리겠지 나는 어떡하죠 아직 서툰데 이 마음이 새어나가 커져버린 내 마음이 자꾸만 새어나가 네가 없을 때 왠지 아픈 느낌 이 마음을 전하고 싶어 눈을감으면 또 네가 떠올라 이젠 숨쉴 때마다 네 모습이너무나 커져 이젠 나의 사랑은 항상 너와 웃으며 이 밤을 그리워하며 하루를 아쉬워하며 또 너를 기다리겠지 나는 어떡하죠 아직 서툰데 이 마음이 새어나가 커져버린 내 마음이 자꾸만 새어나가 아름다운 그대여 참아보려 했지만 어두워지는 밤과 외로움 알겠네 예 어떡하죠 아직 서툰데 이 마음이 새어나가 커져버린 내 마음이 자꾸만 새어나가 조금만 더 그대를 참아보려 했지만 커져버린 내 마음과 커져가는 니 마음이
2012.05.06~05.12,9,3779252,다른 사람 품에 안겨서 (Someone Else) (Duet With 가인),박진영,Spring 새로운 사랑에게 보내는 다섯곡의 노래,2012.04.29,R&B / Soul,박진영,다른 사람 품에 안겨 있는데  나는 깨달았어  너의 얼굴이 자꾸 떠올라 왜  그래서 이렇게  이렇게 돌아왔어 또 너에게  나를 받아줘 제발   Can you take me back again again  너무 사랑했지만 너무 힘들었어   힘드니까 사랑도 약해져만 갔어  결국 사랑이 다 말라버렸어   나는 너를 떠났던 거야  다른 사람 품에 안겨 있는데  나는 깨달았어  너의 얼굴이 자꾸 떠올라 왜  그래서 이렇게  이렇게 돌아왔어 또 너에게  나를 받아줘 제발   Can you take me back again again  매일매일 새로운 여자들과 만나   즐거운 시간들을 보내며 지냈어  니가 떠나서 난 매일 즐기면서   살아 너무나 행복하게  매일 자유롭게 살고 있는데  나는 깨달았어  너의 얼굴이 자꾸 떠올라 왜  그래서 이렇게  이렇게 돌아왔어 또 너에게  나를 받아줘 제발   Can you take me back again again  내가 얼마나 너를 사랑하는지 널   떠나 보고야 잃어 보고야 난 알았어  우 나도 아무리 너를 지워보려고   해도 지울 수가 없었어  다른 사람 품에 안겨 있는데  나는 깨달았어  너의 얼굴이 자꾸 떠올라 왜  그래서 이렇게  이렇게 돌아왔어 또 너에게  나를 받아줘 제발   Can you take me back again again  매일 자유롭게 살고 있는데 나는 깨달았어 너의 얼굴이 자꾸 떠올라 왜 그래서 이렇게 이렇게 돌아왔어 또 너에게 나를 받아줘 제발  Can you take me back again again
2012.05.06~05.12,10,3758104,나를 사랑했던 사람아,허각,LACRIMOSO,2012.04.03,Ballad,최규성,잘 지내고 있는건지 무슨 일 없는지 지겹던 너의 잔소리가 너무 그리워서 그렇게 나 하나밖에 모르던 너인데 나 없이도 괜찮은지 하루에 수백번씩 나 후회를 하고 네가 없다는걸 느끼며  나 매일을 살아 널 위해 내가 떠나야 하는게 맞지만 난 널 잊고 살 순 없는가봐 나를 사랑했던 사람아  이젠 곁에 없지만 아직 잊지 못하고 너를 잊지 못하고 그저 한번이라도 다시 볼 수 있다면 볼 수만 있다면  다시 널 볼 수 있다면 너무나도 아프고 잊을 수가 없어 하루에도 몇번씩 하던  너의 그 투정이 웃으며 내 품에 안겨서  날 보던 모습이 헤어지던 날 너의 두 눈이 나를 사랑했던 사람아  이젠 곁에 없지만 아직 잊지 못하고 너를 잊지 못하고 그저 한번이라도 다시 볼 수 있다면 널 볼 수만 있다면 네가 있어서  나는 항상 웃을 수 있었고 네가 있기에 내가 가장 행복했었고 너로 인해 내 삶도 살아볼만했었어 내가 너무도 사랑했던 사람아
