word,count
comin,3
수천만의,3
야속한,3
콩당,3
도망갈까,3
이럴순,3
불처럼,3
알고하는,3
처음봤던,3
다리에,3
술한잔,3
지배하는,3
치지만,3
미로처럼,3
살아야지,3
Times,3
되새기며,3
하기로,3
없는듯이,3
말하기가,3
간직하게,3
보내준다고,3
영원하겠죠,3
하는거라면,3
seeing,3
걸었으니,3
사막에서도,3
빛깔들로,3
되듯이,3
우나,3
broke,3
tryna,3
한적이,3
냈어,3
주먹에,3
비셨어,3
어머니가,3
해냈어,3
표현해,3
입도,3
최대한,3
달려가다,3
걱정해,3
주었어요,3
많은게,3
당황스러워,3
버릴만큼,3
매달릴걸,3
힘만,3
들거라는,3
가잔,3
참많이,3
사랑했던게,3
천년만년,3
뜻하지,3
니안에,3
숨길수가,3
원한다는,3
참아야해,3
부르니,3
rien,3
suis,3
끝난걸,3
갚지도,3
이별에도,3
살아가기,3
붙잡아야,3
맺을,3
다음번에,3
다가갈거야,3
환상에서,3
darlin,3
끼워,3
즐겨찾는,3
jiggy,3
거부해도,3
remerber,3
그리울땐,3
간직해줘요,3
뛴다니,3
어색했었기에,3
믿었다고,3
믿어왔는데,3
상처까지도,3
열어준,3
그대로만,3
뭐하고,3
갔는지,3
중은,3
쪽을,3
가리켰습니다,3
dope,3
천하무적,3
겁먹지마,3
비겁하게,3
꿇지마,3
들어온다고,3
그랬냐는,3
한번뿐,3
준다,3
기가막힌,3
연락없이,3
그런줄,3
여태까지,3
잊겠단,3
하고싶어,3
주었잖아,3
만났지만,3
바꿀수,3
펼쳐져,3
찾으라고,3
행복할수는,3
천국은,3
와인이,3
뒹구는,3
걱정스러워,3
보였지,3
흔들리게,3
같더만,3
자기만,3
바르다고,3
난리를,3
치나,3
틀어진채,3
해메이는,3
시작되면,3
생각지도,3
슬픔까지,3
잡을까,3
정류장에,3
잡힌,3
기분도,3
기필코,3
보자마자,3
바쳤어,3
하룻밤,3
용서하려,3
이런건가봐,3
맹세할게요,3
늙고,3
막을수,3
-이렇게,3
융단을,3
그렇고,3
보석,3
꽃과,3
웬일인지,3
자동차를,3
고민할,3
흔들렸던,3
친구사일,3
질투해,3
하길래,3
매달릴,3
거였으면,3
헤어졌니,3
게임에,3
오해와,3
타임아웃,3
끝내기로,3
가시돋힌,3
뭔가를,3
쓰지마,3
무너졌어,3
개인의,3
능력이,3
세상에선,3
한민족의,3
아닌걸요,3
겪어야,3
미련으로,3
내려다,3
미쳐가는,3
이해해주길,3
기억따윈,3
와선,3
그대나의,3
받아주어요,3
안아줄께요,3
준비해요,3
파도와,3
한꺼번에,3
shelter,3
두려운가,3
Shut,3
핑계는,3
찾았다,3
뿐이니까,3
바쁜가요,3
기죽지,3
묘약을,3
랄랄라~,3
지나가기,3
머리엔,3
만남이란,3
스무송일,3
못생긴,3
생길까,3
어긋나,3
머피의,3
있었으면,3
순간까지-,3
분해,3
이렇죠,3
멀어지는지,3
건네는,3
의심해,3
톡,3
쏘는,3
콜라처럼,3
풀릴걸,3
반에,3
기다려주지,3
그리움에서,3
Don′t,3
which,3
때문인데,3
이러진,3
미안해져,3
말하려다,3
헤맸던,3
말하겠죠,3
평화로운,3
쫄바지,3
못느껴,3
못마땅한,3
밤이나,3
낮이나,3
나였음을,3
오가는,3
태어나고,3
있어줬으면,3
마져,3
나라인지,3
초울트라,3
미움보다,3
안겨주지,3
흑백,3
독백,3
strike,3
옷들을,3
도와,3
진짜배기,3
버틴,3
천사의,3
진실만을,3
판단,3
위선의,3
폭풍속에,3
꼬집어,3
만족하니,3
펴서,3
tip,3
숨기지는,3
자신있던,3
흩날린,3
깔고,3
끔찍한,3
담네,3
한숨속에,3
지쳐만가는,3
맨발,3
미움에,3
꺽이지,3
썼네,3
맞기싫어,3
사슬에,3
슬퍼하잖아,3
숨겨져,3
져요,3
서운하지,3
변하는게,3
그랬으면,3
부족,3
약속처럼,3
길거리를,3
걷는것,3
그릴때마다,3
거울앞에,3
어둠으로,3
살아남기,3
너희와,3
관심조차,3
희망과,3
살아가던,3
지치거나,3
back!,3
상상처럼,3
피하지는,3
씨앗을,3
수단방법,3
가리지도,3
한눈팔면,3
인정사정,3
받아도,3
일요일도,3
스파크,3
아이엠,3
날아날아,3
달려달려,3
함께가자,3
!!!,3
참아온,3
싶나요?,3
지워지면,3
어디있어도,3
놓아도,3
보내주는게,3
잘됐다고,3
때완,3
문을열고,3
기다린다면,3
눈여겨,3
내밀던,3
슬프게만,3
생각하네,3
멀리있지만,3
꿈이기를,3
잡기엔,3
우주보다,3
어떤날에,3
짝사랑하나봐,3
너로인해,3
행복해져요,3
사귈,3
저리가,3
옷깃을,3
돌아올수,3
탓으로,3
섣불리,3
무엇으로도,3
담근,3
과거와,3
같기에,3
받을수,3
순간까지도,3
다짐이,3
지워버리려고,3
펼친,3
자유로와,3
point,3
Up된,3
style을,3
Down된,3
답답해하는,3
Low,3
루즈하게,3
도망갈,3
줄로,3
받기만한,3
거실에,3
무릎에,3
둘러싸는,3
만족이,3
잡지못해,3
찾길바래,3
다녀가,3
잘해줘,3
필요했어,3
취해야만,3
아플거라,3
누군가에게서,3
만들려,3
별빛보다,3
사라지기,3
그랬었어,3
연인이라고,3
메도록,3
번다시,3
버려질,3
기다렸지,3
녹아도,3
남자친구와,3
한구석엔,3
달래줄,3
이겨울이,3
있을때는,3
불빛속에,3
무식한,3
작작해,3
찢어줄께,3
격을,3
노예가,3
추태,3
잃어버리고,3
되었지만,3
안될거라,3
부릅니다,3
날개짓,3
촛불이,3
있어주던,3
깨뜨릴,3
이끌려가,3
밤들이,3
않는것일뿐,3
생각하냐고,3
대답하기는,3
배웠죠,3
내앞에선,3
여자라는걸,3
감동없는,3
날일,3
끝낼수,3
사이는,3
그길에,3
눈물없는,3
미워졌나요,3
좋아했는데,3
있기로,3
가도돼,3
감사하면,3
낼꺼야,3
같길,3
깨어나고,3
울어줄게,3
한건지,3
못했는지,3
들으려고,3
생각하겠지만,3
이런일,3
lf,3
만날때마다,3
이럴수는,3
담으려,3
육체,3
떠나간게,3
소용없겠죠,3
행복해야죠,3
보고싶겠죠,3
아픔들은,3
짓지만,3
사라지도록,3
배고플,3
병원에,3
됐을,3
A-Yo,3
없던것처럼,3
돌아가요,3
있게해줘,3
살아갈께요,3
애쓰던,3
맡기리,3
미끄러지는,3
행복해지기를,3
사탕같은,3
문득문득,3
근데도,3
아무데서나,3
열받게,3
혼,3
두려운거야,3
있는듯,3
아는듯,3
진상,3
잊어달라며,3
다른데,3
변하겠죠,3
못할꺼라고,3
할꺼라고,3
아껴주던,3
그순간,3
와있어,3
설께요,3
Don't...,3
end야,3
사랑했다며,3
겉으로,3
괴로워하며,3
수필,3
한번만더,3
계신거죠,3
곳이라면,3
들었으면,3
두잔,3
경쟁,3
매꿔,3
팽이,3
감춰둔,3
될줄은,3
birng,3
빗나갔던,3
남아있다해도,3
간직했던,3
잊혀질수만,3
숨쉬죠,3
못볼,3
싫어지게,3
있나요.,3
백전무패,3
자신조차도,3
멈춰있어,3
부딪쳐봐,3
사전에,3
나의길을,3
기억까지도,3
어둠보다,3
쓰면서,3
잘해주니,3
방안,3
네품에,3
기차를,3
기차표,3
네게는,3
생일에,3
모르실,3
미안한듯,3
바라보아요,3
승리가,3
hit',3
hit'em,3
Daggaz,3
열매를,3
시각,3
stress,3
mission,3
흘러내려요,3
계절속으로,3
없어지면,3
설렘이,3
태어날거야,3
떠났다고,3
멈춰야만,3
달릴,3
시선만,3
행복하기,3
딴데로,3
끝날걸,3
너몰래,3
다가오게,3
dedicated,3
묶어두지,3
잡아둬야,3
Making,3
giving,3
못보고,3
웃었었지,3
무슨일,3
웃었고,3
못해주고,3
고왔던,3
잊겠다,3
멀지만,3
헛소리,3
평소에,3
하늘높이,3
달아줘,3
아프게한,3
좋아했다고,3
두렵기도,3
살아왔죠,3
지났을,3
작은것도,3
지켜가는,3
녹아가는,3
이제다,3
처음본,3
평소엔,3
봐주지,3
말못했지만,3
네게다,3
축복받은,3
나쁘지는,3
당신곁에,3
지친달을,3
지운채,3
떠나갈때,3
할때면,3
천년이라도,3
잘가라고,3
곧바로,3
켜고서,3
지났지만,3
하나뿐,3
살잖아,3
되는거라,3
breaks,3
투정부리던,3
표현해야,3
돼있어,3
살펴,3
무거워,3
저려와,3
그러기엔,3
목숨까지,3
봐야,3
긴말,3
뜸해지고,3
말려줘,3
살았으면,3
탐스러운,3
핑크,3
비어,3
안나는,3
부족할,3
겉잡을,3
달려가네,3
무참히,3
일과를,3
두근거림은,3
싫증은,3
거야이야아,3
나무들,3
끼리끼리,3
되감기는,3
옛사랑의,3
부턴가,3
갖은,3
초라해져,3
눈속엔,3
곁에도,3
돌아본,3
기대없이,3
버틸수,3
PEOPLE,3
FEELEN,3
THROW,3
YOUCH,3
CEILEN,3
DURKENS,3
HEAR,3
TILL,3
목숨걸고,3
내맘의,3
가져가버린,3
정착하려,3
license,3
plate,3
화창한,3
신호,3
51로,3
827,3
마릴린먼로,3
247,3
Hit'm,3
링딩동,3
hundred,3
뱅뱅,3
청바지,3
나빠서,3
April,3
압구정,3
cake,3
dime,3
장난감이니,3
잘못도,3
정리하는,3
가기엔,3
믿을께요,3
warrior,3
꾼거야,3
떠나가는게,3
불안하게,3
미워할께요,3
이말을,3
떠났기에,3
않았어요,3
옛날이,3
했을뿐,3
없었느냐고,3
그럴리,3
지금쯤은,3
천만에요,3
그럴지도,3
뿐이겠죠,3
주겠죠,3
예쁘잖아,3
뺏길줄,3
빠져버릴줄,3
나였지,3
표정만으로,3
흔들리는데,3
끝까지라도,3
모습보며,3
ROCK,3
받겠어,3
피곤하게,3
넘치면,3
고백처럼,3
우는건,3
지워버리려,3
한심해서,3
헤어지고도,3
못할까봐,3
페리의,3
폭풍속으로,3
FOR,3
쉽지만,3
STRAIGHT,3
빼지말고,3
선물했던,3
12시고,3
빨고,3
정말이지,3
나답게,3
비비면,3
생각뿐인,3
눈물마저도,3
출발할수,3
멋질,3
글썽,3
Emotion,3
만들었지,3
figure,3
sheets,3
강해졌어,3
callin,3
Stronger,3
나였던걸,3
초대해,3
지워줄,3
있자니,3
잃어갔어,3
의지와는,3
후회한,3
어쨌건,3
돌아가도,3
번째는,3
two),3
지식과,3
가능성을,3
밑천,3
최후의,3
상대의,3
일종의,3
일말의,3
영웅을,3
자가,3
사람이라면,3
가리오,3
아름다와서,3
떠나나요,3
hanging,3
wishes,3
premonition,3
misses,3
sleeping,3
someone's,3
무색할,3
그대로일까,3
얘기들로,3
시려,3
행복해하면,3
아니잖니,3
기억해줄래,3
해결해,3
가든지,3
위로하려,3
우니,3
후회뿐인,3
기다려지는,3
우리였기에,3
겪는일이야,3
커피가,3
아픔없이,3
같아..,3
않아요..,3
사방에서,3
되버리는,3
차릴,3
저쩌고,3
예술이,3
만들어야,3
나쁜게,3
뜨는건데,3
니들이,3
막는건데,3
지겠어,3
끝나버릴,3
없을지도,3
안겨보고,3
기다릴래,3
영원한거죠,3
그럴일,3
힘들땐,3
묻어둬,3
떠난다며,3
꿈일까,3
살다가는,3
어렸어,3
단장하곤,3
은은하게,3
외로움으로,3
강물,3
고통의,3
지킨다면,3
연극이라,3
잘한거예요,3
끌어안아,3
옷자락,3
닿던,3
스쳤던,3
동안이,3
잃는데도,3
square,3
frosty,3
들떠서,3
특별히,3
올해는,3
5일,3
스티커,3
sent,3
서성이죠,3
행복함,3
어디서도,3
무서울,3
마세요.,3
잠못,3
어떤말을,3
헤매이고,3
품속에,3
안식인,3
흘렸지만,3
말해주길,3
여인의,3
잠기면,3
아플때는,3
연락해,3
창피하게,3
이루,3
행복했고,3
비겁하다,3
뒷골목을,3
끌어안은,3
짧은사랑,3
바치려,3
했겄만,3
내버려진,3
담길,3
스타일이고,3
기억보다,3
너희처럼,3
이번만큼은,3
약속이나,3
감정따윈,3
서툴게,3
길이다,3
떠났으면,3
줬으니까,3
Night!,3
Shinning,3
Bright!,3
자신없지만,3
내게온,3
가져가질,3
전부도,3
못지울만큼,3
받기만하면,3
달랐어,3
너없이는,3
feelin,3
위로해주던,3
만들게,3
우로,3
체면,3
전국에,3
영원보다,3
줬는지,3
비틀거리던,3
요리,3
hah,3
잡고있는,3
웃고싶을때마다,3
울어버리게,3
만드니까..,3
어느것,3
만드는걸..,3
보고싶을때마다,3
무너져버리고,3
마련,3
티셔츠,3
올리는,3
여자답게,3
걸까요,3
애기를,3
가냐고,3
잊혀지기를,3
떠나세요,3
그대같은,3
서둘지,3
영원이라도,3
얘기하죠,3
가슴에는,3
싫었니,3
늦었겠지만,3
부족했었기에,3
잊고싶은데,3
그립던,3
들어줄래,3
집착하지,3
그대곁에서,3
힘겨운가요,3
(Tell,3
꿈속엔,3
피하지마,3
나섰지,3
적신채,3
못들어,3
지워버릴께,3
안녕나,3
달라질까,3
그대에게만은,3
이러려고,3
나을까,3
저것,3
나이만,3
맞을,3
나만한,3
사탕발림,3
결국에는,3
미안함에,3
자신없어요,3
없을텐데,3
기차가,3
반쪽뿐인,3
돌아올테니,3
미련따윈,3
네맘을,3
둘이면,3
기다림의,3
초라해질까봐,3
뭐그리,3
해도..,3
바란다는말,3
진다는,3
묻어두고서,3
원망했지만,3
했을텐데,3
변했다,3
다행히도,3
답지도,3
상상해도,3
지가,3
마음이라고,3
변하진,3
며칠씩,3
않거든,3
알아들은,3
열었던,3
떠날꺼라면,3
그리움속에,3
간지럽히는,3
크리스마스엔,3
몰랐어),3
나일뿐,3
남아있지만,3
알려주고,3
떠나려면,3
슬펐던가,3
할것을,3
너에대한,3
모퉁이를,3
보낼순,3
이별하면,3
흔한게,3
타지,3
첫사랑을,3
또하나의,3
편안했던거야,3
줄순,3
호기심을,3
씩,3
터,3
싫증도,3
끝인데,3
숨이막혀,3
의외로,3
미쳤었나봐,3
돌아올순,3
컸어,3
필요하지,3
싫증난,3
이런거였니,3
먹은대로,3
영원하다고,3
돌아서줄게,3
노래보다,3
모래처럼,3
뜨는게,3
햇빛이,3
오늘만을,3
결심,3
쓰러지진,3
싸우겠어,3
기억할까봐,3
울게만,3
걸(단,3
몰랐을까),3
말야),3
끝났지만,3
잊을수는,3
떠나가잖아,3
knocked,3
칠전팔기,3
thru,3
시기와,3
맛본,3
비수로,3
바늘을,3
허락되지,3
하나뿐이라고,3
발라보니따,3
너와난,3
뒤돌아서며,3
발라,3
버스가,3
흔치,3
지독히,3
알리고,3
감사할께,3
되준걸,3
시작이란걸,3
소개팅에서,3
녹이고,3
힘겨워하며,3
결론,3
차분한,3
외모에,3
옛사랑이,3
분노,3
믿기로,3
용서하고,3
있었네,3
길들여,3
"잊은채,",3
"사랑에,",3
지쳤고,3
궁금했던,3
외쳐보자,3
뜻으로,3
지내오던,3
원하잖아요,3
몰라~,3
허~,3
함께해준,3
보여줄꺼야,3
힘든게,3
그댄걸요,3
한국-,3
아가씨야,3
들려나,3
파이팅,3
Let''s,3
Ah!,3
바닷가로,3
더위를,3
함께가는거야,3
하고싶은데로,3
모두모여,3
하나가되고,3
즐겨봐!,3
Ha!,3
잡네요,3
보며),3
울게요,3
아팠나봐요,3
모르니까요,3
헤어짐의,3
됐는,3
spark,3
고운볼에,3
눈물없기를,3
낯설겠지만,3
잊었나봐요,3
곱슬머리,3
Longing,3
내마음이,3
흘러갈수록,3
헤매게,3
없었나요,3
영원하고,3
가능한,3
패션,3
밤잠을,3
핑계만,3
시작부터,3
평범해,3
Red,3
빗나간,3
내놔,3
많다,3
(그래,3
없잖아),3
(다시,3
편해질,3
말할지도,3
왕년엔,3
이상해졌어,3
봤는데,3
단둘이만,3
타게,3
일어서야,3
빌께요,3
다음번의,3
사랑이었다고,3
사랑마저,3
테면,3
솔직하지,3
살아가야만,3
사진으로,3
밖,3
버렸고,3
상하는데,3
잠시뿐인,3
외로웠었던,3
낯설게,3
오래전부터,3
무너지지마,3
"yo,",3
흘러가던,3
underestimate,3
condition,3
그대...고개를,3
돌리면...,3
언제나..그대곁에,3
보일텐데..,3
닿을만큼,3
가까운곳에..,3
내가..,3
서있는걸..,3
모르죠...,3
창밖의,3
뒷골목,3
쳐서,3
물고기,3
바다여,3
숙숙숙아숙아,3
그나마도,3
봤네,3
화장은,3
반쪽만,3
어떻게해,3
똑같다는,3
웃을테니,3
못하는지,3
되겠다고,3
인사조차,3
차례야,3
안되도,3
라라라라라라라라라라랄라,3
익숙해지겠죠,3
오랄라,3
받기,3
모았던,3
나오는건,3
맨발의,3
황량한,3
맞이할,3
삶에서,3
주거니,3
받거니,3
떠나가듯이,3
속한,3
남과,3
비교하는,3
궁금해도,3
떠나가는지,3
안들리나요,3
언덕과,3
어딘가의,3
편가르지,3
사나인데,3
합세,3
외침이,3
제도권,3
어깨동무,3
앞뒤로,3
바람따라,3
달라던,3
키워왔던,3
반겨요,3
예쁘게만,3
안아줄래요,3
사랑받기,3
길죠,3
Nine,3
따닷따,3
바뀐,3
어디야,3
바른대로,3
상대하지,3
살아봐라,3
차겠어,3
늑대란,3
맺혀서,3
좋을것같아,3
지내왔어,3
알았대,3
좋았었나봐,3
식기전에,3
작아지지,3
감정도,3
사랑했었죠,3
끊이질,3
그대아니면,3
기도하다,3
돌아갈순,3
드나요,3
느껴본,3
이러나요,3
악수를,3
멈춰서면,3
생기,3
몇번은,3
쉽지만은,3
허구한,3
우습지만,3
놓여진,3
기로,3
짓네,3
마라톤,3
당신들의,3
줌의,3
차여도,3
방도,3
그만인가요,3
냉정해져야해,3
지켜준다더니,3
만남의,3
싶지도,3
올수록,3
주지도,3
그때에,3
went,3
많이(너무,3
많이(그대가,3
끝난대도,3
1년이면,3
기다리란,3
멀어지나봐,3
멀어져가,3
알고있는데,3
웃음마저도,3
가슴과,3
"enough,",3
없었죠..,3
goody,3
"사랑이,",3
마력이,3
아닌지..,3
맴돌,3
느끼던,3
미안해),3
미웠겠죠,3
나빴어요,3
벌판을,3
따라가며,3
다잊는거야,3
마주잡아,3
행복함뿐인거야,3
다툼에,3
술잔만,3
잘나가는,3
주머니엔,3
달랑,3
아팠을텐데,3
보고있어,3
좋았니,3
숨기면,3
멀어져간다,3
내뿜은,3
담배연기처럼,3
싶어),3
파고,3
낙원,3
어제가,3
떠난다해도,3
슬퍼할까봐,3
모르실테죠,3
잘아는,3
반갑게,3
수줍은듯,3
poor,3
잊혀져버린,3
병들게,3
함께라도,3
배달,3
막혀도,3
여자한테,3
달려갑니다,3
"4,",3
악몽일거야,3
기다리나,3
비트를,3
각,3
넋업샨,3
달콤함,3
간단해,3
U&amp;I,3
yeah-,3
걷지만,3
기다리니,3
싶다~~,3
흘러가듯,3
선이,3
우리처럼,3
못한다해도,3
약속했죠,3
착했던,3
불안하니,3
벌리며,3
양말,3
보고파~요,3
쥐고가,3
웃어야죠,3
붙잡고도,3
잡고있던,3
미워하라고,3
짐스러워,3
첫째,3
160,3
2년전,3
였다면,3
지내라,3
만질수,3
지낼께,3
(yeh~),3
"사는거야,",3
바꿔가는,3
"산다해도,",3
석양의,3
사람들과는,3
(said,3
yeah~),3
멀어짐이,3
맡으면,3
니생각만,3
전활걸고,3
틈을,3
맡고,3
준비됐나,3
설레가고,3
살결,3
끝이나는,3
헤어지라고,3
힘든사랑도,3
보인단걸,3
해볼래,3
속상,3
하다는,3
맞았던,3
보통,3
비누로,3
흑기사여,3
알집을,3
강남,3
짊어지고,3
쏟아도,3
아랑곳,3
두발로,3
죽었다면,3
지나쳐줘,3
쉽다,3
간다해도,3
손목에,3
시계만,3
바뀌고,3
지루함에,3
지켜만,3
나로인해,3
찾겠지,3
한곳에,3
너이지만,3
한가요,3
분홍,3
되가네,3
지새던,3
잔디,3
숨겨두었던,3
가게에서,3
나아질,3
felling,3
mra,3
jo,3
어깨엔,3
잡아둘,3
사랑야,3
도망치고,3
그때야,3
편지는,3
손수건과,3
구두까지도,3
가로등이라도,3
별이라도,3
아픈걸요,3
못믿을,3
자유롭죠,3
가도가도,3
헤븐,3
그렇기에,3
기다릴줄,3
돌아올때까지,3
하늘에게,3
만날거야,3
바빠도,3
(oh!,3
것이죠,3
고갯,3
똑똑히,3
봉우리는,3
보내줬는데,3
왔으면,3
고마웠죠,3
small,3
terrify,3
painful,3
슬프긴,3
접고,3
필요했던,3
충분한,3
배역,3
서있지,3
같지가,3
피곤해도,3
커피도,3
자랑을,3
아플땐,3
그대로일,3
책상에,3
터널속을,3
몹쓸병,3
부서져가는,3
아닌걸까,3
비수되어,3
드리오리다,3
빌어줄께요,3
사랑하겠지,3
-참,3
생각만을,3
살긴,3
어딜까,3
아쉽게도,3
다시할래,3
악으로),3
가랑비가,3
한강,3
클럽에,3
까진,3
5년,3
지워버릴게,3
닦아내,3
사랑했었지만,3
돌이켜,3
이해하기,3
해준것도,3
행복했었고,3
타일러,3
미움마저,3
보네요.,3
blast,3
혼자두지,3
잔소릴,3
외치던,3
소리치며,3
어디엔가,3
mellow,3
tender,3
kept,3
찾으려고,3
내노래와(나의,3
즐기면,3
손을잡고,3
어렵다고,3
떠드는,3
불러오라고,3
점이,3
지켜가죠,3
생각할래요,3
뜻을,3
믿지만,3
배고픈,3
칙칙한,3
지운다는게,3
잊어버리려,3
웃긴,3
해달란,3
받아줄까,3
왔었는데,3
따뜻함이라도,3
늦었는데,3
날들이여,3
알기만,3
자리죠,3
슬픈약속,3
담배조차,3
다룰,3
grab,3
괜스레,3
슈바슈바리,3
슈루루,3
이런거니,3
그것마저도,3
않아도돼,3
상처들뿐,3
장난같은,3
설혹,3
내린다고,3
삼만리,3
돌아와주오,3
그랬겠지,3
로맨스,3
후회없는,3
잊어달라고,3
아무걱정,3
돌이켜보면,3
남은거라곤,3
사는것,3
춤과,3
steal,3
사람곁에서,3
스쿠터,3
태양아,3
비춰주렴,3
수있는,3
별님을,3
sithout,3
furute,3
나아지겠지,3
보태서,3
세상안에,3
더해서,3
사랑할꺼냐고,3
너랑은,3
미워해야만,3
나나봐,3
사랑같은거,3
안아봐도,3
믿었었지만,3
애매한,3
메세질,3
아쉬울때,3
그런걸까,3
잠못들고,3
보내놓고,3
숨지,3
누구에게라도,3
Been,3
사랑일거라고,3
소중함,3
생길까봐,3
거뒀어,3
될순,3
준빌,3
뿌리깊은,3
buda,3
외치네,3
않고는,3
얻지,3
사랑해요..,3
지내던,3
맘안에서,3
잊어보지만,3
저리는,3
보기위해,3
남으로,3
니말,3
터질만큼,3
날떠나,3
난나,3
활짝펴고,3
기,3
치키치키love,3
안했지만,3
누구야,3
미움이,3
웃을땐,3
있음이,3
바램일,3
흘리리,3
잊으리,3
사랑할때도,3
아름다운데,3
펼처진,3
노란색,3
NO.7,3
애송이들아,3
감동이,3
척하는,3
설레설레,3
해줘야,3
보이며,3
내위에,3
있다면야,3
손짓하면,3
가졌으니까,3
적실,3
잊어버려도,3
끝낸,3
웃어주지,3
않을거에요,3
니가원한건,3
인줄,3
웃고있지만,3
붓도록,3
울면서도,3
독처럼,3
가져가야,3
하는걸텐데,3
미워하지도,3
길지,3
일테니,3
반겨줄,3
하고싶던,3
보이려는,3
울리고서,3
어떡하냐고,3
울잖니,3
웃어줄게,3
오나요,3
고마웠었어,3
느낄수있게,3
돌아본다고,3
살만하다고,3
비우면,3
없는건데,3
오래돼,3
안되는건,3
바다같은,3
잠깐동안,3
h,3
dress,3
반했단,3
마주치네,3
성급한,3
부터는,3
지나가던,3
있으니깐,3
살아가니까,3
온다해도,3
파란밤,3
소년,3
나에게(It's,3
3년,3
씨가,3
아픔마저,3
상처마저,3
우리들에게,3
끌렸지,3
잡았을,3
들으면서,3
말아야죠,3
안하게,3
줄거죠,3
그대여야해요,3
할퀸,3
저주의,3
숲이라도,3
느낌이야,3
편하고,3
장면에,3
우연하게,3
구리빛,3
돌아올거라,3
하나뿐인데),3
들인,3
가까워지는,3
are!,3
lt's,3
하루뿐만이라도,3
"Ooh,",3
추억만으로도,3
원했습니다,3
생각했었죠,3
말할때,3
나없이도,3
참아야겠죠,3
막히네,3
부질,3
undercover,3
Chasing,3
strangers,3
Knowing,3
"maria,",3
상관없잖아,3
언덕밑,3
정동길엔,3
남아있어요,3
눈덮힌,3
눈내린,3
옷이,3
걷다가도,3
매달린,3
울게할,3
스민,3
줬다,3
뺏는,3
넘친,3
보려해도,3
체하게,3
무뎌지는,3
데려가는,3
박자에,3
팔자,3
Dirty,3
잊혀진대도,3
닫아도,3
되어주는,3
남았니,3
잘해준다고,3
멋있다고,3
마이크에,3
잃어버릴,3
울림을,3
경계선을,3
넘을게,3
이도,3
"somewhere,",3
소녀와,3
보랏빛처럼,3
아파오잖아,3
까닭에,3
훗날에도,3
깊어가면,3
교복을,3
알게됐어,3
몇일을,3
황혼의,3
문턱으로,3
하기는,3
슬프게도,3
사람같아,3
웃어넘기는,3
식탁에,3
내맘처럼,3
지겠죠,3
힘들어하던,3
사람이니,3
확인할,3
속상할,3
따뜻할,3
없을거에요,3
만나죠,3
잃어버리길,3
그대인데,3
감미로운,3
부재중,3
초라해지면,3
깨물며,3
잊어버리기,3
잊혀질수,3
내것이었던,3
남았네요,3
엄마와,3
폐인의,3
혼탁한,3
재우고,3
자랑도,3
연인으로,3
풀어지도록,3
시원하도록,3
내일해,3
대책,3
갈색,3
그대일까,3
이생에서,3
생에선,3
약속한다면,3
나오질,3
난많이,3
나자신이없어,3
지울수있게,3
물어보는,3
나래요,3
가나봐요,3
사랑했던거야,3
생각따윈,3
뒤흔드는,3
막아줄래,3
잘못인가요,3
만도,3
못한게,3
지네요,3
매달리면,3
꿈인가요,3
힘이들까,3
아픈마음,3
영원할꺼라,3
Hook)울고,3
메여와,3
쓸데없이,3
늦봄의,3
생각해보니,3
본듯한,3
불안했죠,3
사랑노래를,3
감은채,3
불면서,3
축제야,3
일곱빛깔,3
한숨쉬는,3
내일일은,3
걱정하면,3
신지,3
빽가,3
절망이,3
알게했죠,3
감추네요,3
행복할거라,3
빌게요,3
얘기로만,3
긴긴밤이,3
직장,3
할때까지,3
필수,3
옛동네,3
바닷바람,3
Though,3
행복했다는,3
숨쉬며,3
같았으면,3
ready?,3
가라앉을,3
들었나,3
다그치고,3
않은채,3
남겨둔채,3
ecstasy,3
struggle,3
scared,3
달려보고,3
steady,3
크지,3
여덟,3
주변에,3
택시,3
일기장에,3
말해주겠지,3
알고있는,3
기억하려,3
그대로죠,3
뿐인걸요,3
내밀어준,3
hand),3
You''re,3
지내죠,3
힘들텐데,3
mucho,3
립스틱에,3
흘리진,3
늦네요,3
담배가,3
와줄까요,3
얘기할게,3
말고도,3
나랑은,3
줘야해,3
이름아래,3
젖었구나,3
지쳤던,3
사랑할순,3
바라볼수,3
보고싶어져,3
말),3
해.,3
운명과도,3
소리와,3
2Step,3
외모도,3
불태운,3
들썩,3
깡으로,3
달라질래,3
보여줄래,3
굽,3
사이라,3
묻을,3
급하게,3
담배연기,3
둘래,3
낭비하지,3
GM,3
Okay,3
실패해도,3
되찾아,3
준비하고,3
아프길,3
야위어진,3
사랑한다는게,3
어떡하란,3
걱정따윈,3
니곁으로,3
올게,3
변하지는,3
못말려,3
붙어다녀,3
가식의,3
엔진,3
둘보다는,3
몸짓으로,3
결국에,3
계속돼,3
실수를,3
지쳤잖아요,3
사랑해라,3
노력에,3
노력이,3
-내게,3
대하지,3
먹을때,3
시원해,3
질러보자,3
(언제든지,3
변하기,3
전하기,3
ho~),3
(can,3
Sometime,3
할일이,3
태울게,3
없었단,3
촌스러운,3
들러,3
갖힌,3
"없어,",3
믿어왔었는데,3
지운건,3
깨질,3
ground,3
shoot,3
cloud,3
이뤄지기를,3
태워버려요,3
나가요,3
knees,3
-매일,3
음식은,3
돌려서,3
잘해주는,3
-혹시,3
뜨니,3
해뜨면,3
"tonight,",3
I?,3
물러나,3
사랑해본,3
해지는,3
모닥불,3
발아래,3
얘기들은,3
꿈이죠,3
