time,rank,song_id,title,singers,album,date,genre,creator,lyric
1999.11.21~11.27,1,85258,와,이정현,Let`s Go To My Star,1999.10,Dance,최준영,사실이 아니길 믿고 싶었어  널 놓치기 싫었어  혹시나 우리의 사랑이 잘못 돼 끝나면 어떡해  가슴은 아프지만 모른척 해야해  이별보단 덜 아플 테니까  설마했던 네가 나를 떠나버렸어  설마했던 네가 나를 버렸어  깊었던 정을 쉽게 잊을 수 없어  늦었어 이미 난 네 여자야  오오오오오오오오 독한  여자라 하지마  오오오오오오오오  사랑했으니 책임져  다시는 사랑에 속지 않기를 나  간절히 바랬어  네가 내 인생의 마지막 남자가  돼 주길 바랬어  하지만 이게 뭐야 눈물 뿐이야  이제 남은건 절망 뿐이야  설마했던 네가 나를 떠나버렸어  설마했던 네가 나를 버렸어  깊었던 정을 쉽게 잊을 수 없어  늦었어 이미 난 네 여자야  오오오오오오오오  독한 여자라 하지마  오오오오오오오오  사랑했으니 책임져  날 봐 잘 봐 내 사랑을 다시 봐  와와 봐봐 이번이 마지막  뭣하러 뭣하러 떠나 날  뭣하러 뭣하러 버려  이제 잔소리 말고 내게로  다시 와줘 와줘
1999.11.21~11.27,2,1139375,슬픈 영혼식 (For Your Soul),조성모,For Your Soul,1999.09.09,Ballad,강은경,아마 오셨을텐데   우릴 위해 축복해 줄 사람들   그냥 그렇게 믿어   우리밖에 없다고 여기면 안돼   이제 서약해야 해  일생동안 사랑하겠노라고  넌 대답 안해도 돼   내가 두 번 말하면 되니까   눈물 흘린 거니   내품에 안은 니 사진이 젖었어  왜 좋은 날에 울어 너까지이제   마지막 니 소원이었었잖아  너 가는 길에 보내 주려해  널 위한 이 반지 잃어 버리지마  손에 꼭 쥐고 가 언제가 니곁에   가게 되는날  그때 내가 너의 손에 끼울게 넌 마음 편히 먼저가   이제 가는 거니  쓸쓸한 바람소리 문득 들렸어  나 없이 먼길 혼자 갈수 있겠니  그 길에 나 데려가면 안되니  첫 눈오거나 비오는 밤엔   가끔씩 들려줘  해마다 오늘은 꼭 다녀가야해   나의 창가에 나의 꿈 속에  잠시라도 너 가는 길에  보내 주려해 널 위한 이 반지 잃어버리지마 손에 꼭 쥐고 가 언젠가 니곁에  가게 되는날 그때 내가 너의 손에 끼울게 나 늦더라도 기다려
1999.11.21~11.27,3,85410,Love,S.E.S.,Love,1999.10.29,Dance,,Baby always brand new   너의 사랑만큼   나를 행복하게 해주는건 없는걸   매일같이 난 느꼈어 맑은   첫사랑의 느낌   넌 다를거라 생각했어 시간의   벽에 부딪혀   언젠가 찾아올 이별의 준비   그 모든 것들 상관 없는걸   그대의 사랑앞에  The girl that I used to be   you'll be changing my heart   baby I'd like that   꿈같은 시간 변함없는   사랑만을 네게 줄게   우리 약속을 잊지 말고   기억해줘요   I'll always be there my   baby 언제까지나   많은 시간들을 같이 보냈지만   왠지 처음 같은 짜릿함이 있는걸   너를 만나 함께 있어도 나는   니가 보고싶어   아주 상큼하게 달콤하게   부드럽게 나를 만질때   해맑은 눈동자에 oh 내가있어   그대 내게 다시 말해봐   진심을 알 수 있게  The girl that used to be   you'll be changing my heart  baby I'd like that   꿈같은 시간변함없는   사랑만을 네게 줄게   우리 약속을 잊지 말고   기억해줘요   I'll always be there my baby   언제까지 난 알고있어   영원히 꿈같진 않겠지   색이모두 바래져 갈 땐 또 처음   순간 기억해   잘해갈거야 워   I bet you gonna love baby  Eu will take ya  I bet you gonna love baby  Shoo will be ya  I bet you gonna love baby  B will take ya  I bet you gonna love baby  they will take ya  The girl that I used to be  you'll changing my heart  baby I'd like that  꿈같은 시간 변함 없는  사랑만을 네게 줄게  우리 약속을 잊지 말고  기억해줘요  I'll always be there my baby  언제까지나
1999.11.21~11.27,4,37989,슬픈 선물,김장훈,1999 바보,1999.10,Ballad,유영석,다 끝난 일인거니 이젠 돌이킬수 없니  널 잊고 살아가야 하는건 나를 포기한다는 건데  잘 지내길 바란단 그 말 왜 내게 한거야 어떻게 너없는 동안 내가 편히 지낼수 있겠니  아직 다 못한말이 음 천마디도 넘지만  이제 다신 이제 두번 다신 생각하지 않을께  다시 시작할 너에게 혹시 내가 짐이 된다면  모두 다 지워버리면 돼  어렴풋한 기억 하나 남아있지 않도록  훗날 내 곁에 누군가 우리 사일 궁금해 하면  이젠 다 잊었단 말 대신 처음부터 정말 나는  너를 모른다고 말해줄께  자꾸만 눈물이 나 음 힘들게도 하지만  이제 다신 이제 두번 다신 생각하지 않을께  다시 시작할 너에게 혹시 내가 짐이 된다면  모두 다 지워버리면 돼  어렴풋한 기억 하나 남아있지 않도록  훗날 내 곁에 누군가 우리사일 궁금해 하면  이젠 다 잊었단 말 대신 처음부터 정말 나는  너를 모른다고 말해줄께 처음부터 우린 모르는 사이인거야
1999.11.21~11.27,5,85844,Blue Day,포지션,Position,1999.10.22,Rock,HamadaShogo,지친 내눈을 깨우며   쏟아지는 햇살에  오늘도 난 못이긴척   담배에 불을 붙여  내가 왜 일어나는지   이유도 알지 못한채  메마른 내 입술은 또   하루를 살겠지  샤워기에 물을 틀고   뿌연 거울 닦으며  오래 전 콧노래 하던   그녀가 웃는 듯해  젖은 머릿결 사이로 길고   진한 속눈썹을   나의 볼에 부비며 속삭이던   그녀가 우 I want you stay   워 우 꿈을 꾸네  내 품에 잠든 널   문을 열면 스쳐가는  다정한 저 연인들 나는 차마 볼 수 없어  애써 고개 숙이지 행여 나 아닌 사람과  나란히 걷는 그녀와  그 앞에 초라한 나 보게  될까 두려워 우 I want you stay 워 우  꿈을 꾸네 내 품에 잠든 널 그대 긴 머리를 풀고 잠을  청해 보나요 그 누구의 품에 안겨 나를  잊어가나요 이밤 난 그대 꿈꾸던 그 자리에  잠이 들죠 아직도 그대만의 숨결을  느끼면서 어제도 내 눈물로 얼룩진  그 자리에
1999.11.21~11.27,6,86077,"Tell Me, Tell Me",샵,The S#arp+2,1999.10.04,Dance,유유진,tell me tell me tell me tell me   tell me you love me   아니야 아니야 넌 늦었어   never never never never   never say good bye   아니야 아니야 너를 지울래   정말 니가 내게 이러면 안되지   오락가락 그녀와 날 오가다니   너는 내목소리 그녀인줄 알고   다정하게 전활 받았던 거야   아니 이럴수가 내게 한말과 똑같아   농담섞인 얘기까지   모두 언제부터야 이럴수 있니   이런널 믿기를 바라니   너와 이별은 작별은 하기 싫어   내게 소중한 너였으니까   나도 이런 내가 싫지만 이번엔 용서할까봐   아니 다시다시 고민고민 해봤어   한번이 두번이 될 거짓말   그래 너를 너를 잊어잊어 잊을래   또다른 사랑이 내게 오겠지   하나라고 믿고 있던  우리 언제나 나를 믿고 있던 너에게  되돌릴 수 없던 후회  Come on Baby Baby  오 울고 싶고 부르고 싶고 잡고 싶은  너인데 멀어지는 너너너  잡으려고 애를 쓰는 나의 맘 왜왜 도대체 왜 내 맘을 몰라 그렇게  so tell me now what you  gonna do I am a take it  vack in time when you  play around boy I will  show you wassup No way but 잠깐만 날  바라봐 우  돌아와 나나 Baby boo  넌 억울한 거야 너는 가버리겠다고 no no 가지마  어디부터 어디까지가 너였니  지금도 난 모르겠어  내가 필요하단말 나뿐이란말  그녀도 나처럼 믿었니  너의 변명은 이유는 듣기 싫어  너무 화가 나 눈물이 나와  그냥 모두다 장난이라고  웃으며 니가 말해준다면 좋겠어  너와 이별은 작별은 하기 싫어  내겐 소중한 너였으니까  나도 이런 내가 싫지만 이번엔   용서할까봐  우리 얘기는 사랑은 여기까지  그래 이대로 모든걸 끝내  내맘 돌리려고 하지마  너라면 용서하겠니  tell me tell me tell me tell  me tell me  you love me  아니야 아니야 넌 늦었어  never never never never  never say good bye  아니야 아니야 너를 지울래  이게 뭐야 뭐야 내게 내게 왜이래   꿈에도 잠시도 널 안볼래  우리 모든 모든 사랑 니가 가져가 새로운 사랑이 내겐 올거야  tell me tell me tell me tell  me tell me you love me
1999.11.21~11.27,7,91317,신부에게,유리상자,Be Happy...,1999.09.01,Ballad,이세준,새하얀 드레스 수줍은 발걸음  꿈꾸는 설레임  나만을 믿고 내곁에 선  소중한 그대  차가운 시선이 우릴 막아설땐  슬퍼도 했지만  어느새 그댄  사랑으로 날 감싸주었죠  그대도 나도 아닌 다른 이유로  아파해야 했던 날 참아준 그대  약속할께요 더 이상의 눈물은  없을거란걸 눈부신 아침도 오후의 향기도  까만 밤 하늘도  내곁에 있는 그대로 인해  아름다울 수 있죠  세상 모든 기쁨과 슬픔 또 사랑  함께 나눌 사람을 난 찾은거죠  약속할께요 더 이상의 외로움  없을거란걸  힘들었던만큼  넉넉한 행복들을 드릴꺼예요 늘 지금처럼 해맑은 웃음만 지어 주세요 그대도 나도 아닌 다른 이유로 아파해야 했던 날 참아준 그대 약속할께요 더 이상의 눈물은 없을거란걸 세상 모든 기쁨과 슬픔 또 사랑 함께 나눌 사람을 난 찾은거죠 약속할께요 더 이상의 외로움 없을거란걸
1999.11.21~11.27,8,1698079,애수(哀愁),이문세,Old And New,2002.02.09,Ballad,이영훈,아주 멀지 않았던 날에  그대가 곁에 있던 날엔  햇살 가득 거리에  푸른 잎 무성하고  이 세상 모든게 기뻤었지  아주 멀지 않았던 날에  그날도 오늘 같던 하늘  함박눈 갑자기 내려  온 세상 덮어도  이 세상 모든게 따뜻했지  힘들지만 만나면 기뻤었지  세월 지나 슬플 줄 알면서  언제인지 모를 이별앞에  언제나 손을 잡고 있었지  이젠 모두 지나간 시절에  아직도 그리운 그 모습  따스하던 너의  손내음이 그리우면  가끔씩 빈 손을 바라보네  아주 멀지 않은 그 곳에  그대가 살고 있겠지만  그대 행복 위해  내가 줄것이 없어서  찾지 않고 그저 지나지 힘들지만 만나면 기뻤었지 세월 지나 슬플 줄 알면서 밤 늦도록 추운 거리를 걸어도 언제나 손을 잡고 있었지 이젠 모두 지나간 시절에 아직도 그리운 그 모습 따스하던 너의 손내음이 그리우면 가끔씩 빈손을 바라보네 가끔씩 빈손을 맡아보네 가끔씩 빈손을 맡아보네
1999.11.21~11.27,9,91320,실연,KYT(코요태),실연,1999.11.06,Dance,이재경,너 떠난후  많이 울었어 혼자가 되어버렸어 나 다시는 널 볼 수 없게 된거니 딴 사람을 만나다보면 쉽게 널 잊을거라던 내 단순했던 생각이 틀린거야 나만을 사랑한다 했잖아 너만 바라보게 했잖아 넌 나를 떠나정말 괜찮은거니 가끔씩 외로움에 취해서 너를 많이 원망했었어 날 버린 니가 너무 너무 미웠어 이대로 날 떠나면 안돼 제발 포기하지 말아줘 널 사랑할때 가장 행복했었어 Get ready Gdouble O goo's on to go Ay Yo Yo three four four here we go 잊혀져 가고 고 고  너를 믿었고 고  너를 보고만 있을때면 난 uh 행복했지만 You're on my mind baby all the time But I found myself that can't deny Now I didn't want to say goodbye bye  너의 모습 멀어져만 가 가  죽어야만 헤어진 다고 그렇게 맹세한 니가 왜 내가슴에 눈물이 돼야 했니 나만을 사랑한다 했잖아 너만 바라보게 했잖아 넌 나를 떠나정말 괜찮은거니 가끔씩 외로움에 취해서 너를 많이 원망했었어 날 버린 니가 너무 너무 미웠어 이대로 날 떠나면 안돼 제발 포기하지 말아줘 널 사랑할때 가장 행복했었어
1999.11.21~11.27,10,85311,나비,자우림,B정규작업(定規作業),1999.10,Rock,김윤아,라 라라 라 라라 라라 라라 라라  라 라라 라 라라 라라 라라 라라  한번쯤은 이런 내게도  정말 좋은 일이 생길 거라고  늘 항상 언제나 처음부터  지금처럼 믿고 있었어  나나나 나나나 나나나나 나나나  꿈꾸었던 모든 것들이  전부 나를 배신하진 않을 거라고  늘 항상 언제나 처음부터  지금처럼 믿고 있었어  나나나 나나나 나나나나   하지만 가끔은 너무  힘들기도 했었지  가끔은 비바람 치기도 하니까  언젠가는 이런 내게도  정말 좋은 사람 생길 거라고  늘 항상 언제나 진심으로  지금처럼 믿고 있었어  나나나 나나나 나나나나 나나나  내 곁에 있어줘 너의 웃는 모습이  참 아름다와 목이 메어와  라 라라 라 라라 라라 라라 라라  라 라라 라 라라 라라 라라 라라  라라 라라라라 나나나   인생은 믿는대로 그대로 나나나  그래서 한번쯤은 이렇게  가끔은 깜짝 놀랄 일도 생기지  언제나 비바람 치는 건 아니지  언젠가는 이런 우리도  정말 멋진 사람이 될 거라고 나나나  그대로 나의 곁에 있어줘  나나나 나나나  지금 너 그대로가  참 아름다와 목이 메어와  언젠가는 이런 내게도  정말 좋은 일이 생길 거라고  언젠가는 이런 내게도  정말 좋은 사람 생길 거라고
